exam_id	name	exam_year	uci
EXM_MU_6JOa_1519_000137	김왕신(金㕵祳)	1519	G002+AKS-KHF_13AE40C655C2E0U9999X0
EXM_MU_6JOa_1519_000138	김조(金祖)	1519	G002+AKS-KHF_12AE40C870FFFFU9999X3
EXM_MU_6JOa_1519_000139	오계손(吳繼孫)	1519	G002+AKS-KHF_13C624ACC4C190U9999X0
EXM_MU_6JOa_1519_000140	이선(李璇)	1519	G002+AKS-KHF_12C774C120FFFFU9999X4
EXM_MU_6JOa_1519_000141	유만정(柳萬禎)	1519	G002+AKS-KHF_13C720B9CCC815U9999X0
EXM_MU_6JOa_1519_000142	유개(柳漑)	1519	G002+AKS-KHF_12C720AC1CFFFFU9999X0
EXM_MU_6JOa_1519_000143	이영장(李英章)	1519	G002+AKS-KHF_13C774C601C7A5U9999X0
EXM_MU_6JOa_1519_000144	이률(李硉)	1519	G002+AKS-KHF_12C774B960FFFFU9999X0
EXM_MU_6JOa_1519_000145	구지신(具之信)	1519	G002+AKS-KHF_13AD6CC9C0C2E0U9999X1
EXM_MU_6JOa_1519_000146	용세유(龍世𥙿)	1519	G002+AKS-KHF_13C6A9C138C720B1486X0
EXM_MU_6JOa_1519_000147	윤함(尹涵)	1519	G002+AKS-KHF_12C724D568FFFFU9999X0
EXM_MU_6JOa_1525_150001	한흡(韓洽)	1525	G002+AKS-KHF_12D55CD761FFFFU9999X0
EXM_MU_6JOa_1525_150002	박종■(朴宗■)	1525	G002+AKS-KHF_13BC15C885FFFFU9999X0
EXM_MU_6JOa_1525_150003	임팽석(任彭錫)	1525	G002+AKS-KHF_13C784D33DFFFFU9999X0
EXM_MU_6JOa_1525_150004	이세복(李世福)	1525	G002+AKS-KHF_13C774C138FFFFU9999X0
EXM_MU_6JOa_1525_150005	이견(李堅)	1525	G002+AKS-KHF_12C774ACACFFFFU9999X0
EXM_MU_6JOa_1525_150006	연사종(延嗣宗)	1525	G002+AKS-KHF_13C5F0C0ACFFFFU9999X0
EXM_MU_6JOa_1525_150007	박기손(朴麒孫)	1525	G002+AKS-KHF_13BC15AE30FFFFU9999X0
EXM_MU_6JOa_1525_150008	손난계(孫蘭季)	1525	G002+AKS-KHF_13C190B09CFFFFU9999X0
EXM_MU_6JOa_1525_150009	백현손(白玄孫)	1525	G002+AKS-KHF_13BC31D604FFFFU9999X0
EXM_MU_6JOa_1525_150010	이곡(李鵠)	1525	G002+AKS-KHF_12C774ACE1FFFFU9999X0
