munjip_id	문집	文集	성명	姓名	birthyear	deathyear	ancestralseat	choronym
ITKC_MI_1148A	질암집	質菴集	최벽	崔璧	1762	1813	慶州	慶州 崔
ITKC_MI_1149A	학서집	鶴棲集	유태좌	柳台佐	1763	1837	豐山	豐山 柳
ITKC_MI_1150A	일포집	逸圃集	박시원	朴時源	1764	1842	潘南	潘南 朴
ITKC_MI_1151A	해은유고	海隱遺稿	강필효	姜必孝	1764	1848	晉州	晉州 姜
ITKC_MI_1152A	수와집	守窩集	백경해	白慶楷	1765	1842	水原	水原 白
ITKC_MI_1153A	돈암집	敦巖集	박종경	朴宗慶	1765	1817	潘南	潘南 朴
ITKC_MI_1154A	눌와집	訥窩集	이약열	李若烈	1765	1836	星州	星州 李
ITKC_MI_1155A	냉천유고	冷泉遺稿	박종여	朴宗輿	1766	1815	潘南	潘南 朴
ITKC_MI_1156A	백하집	白下集	황반로	黃磻老	1766	1840	長水	長水 黃
ITKC_MI_1157A	송월만록	松月漫錄	임득명	林得明	1767	1822	會津	會津 林
ITKC_MI_1158A	삼명시집	三溟詩集	강준흠	姜浚欽	1768	1833	晉州	晉州 姜
ITKC_MI_1159A	대야집	大埜集	유건휴	柳健休	1768	1834	全州	全州 柳
ITKC_MI_1160A	수계집	修溪集	이승배	李升培	1768	1834	興陽	興陽 李
ITKC_MI_1161A	운곡집	雲谷集	이희발	李羲發	1768	1850	永川	永川 李
ITKC_MI_1162A	중암고	重菴稿	강이천	姜彝天	1769	1801	晉州	晉州 姜
ITKC_MI_1163A	정일당유고	靜一堂遺稿	강지덕	姜至德	1772	1832	晉州	晉州 姜
ITKC_MI_1164A	난국재집	蘭菊齋集	이예환	李禮煥	1772	1837	慶州	慶州 李
ITKC_MI_1165A	문산집	文山集	이재의	李載毅	1772	1839	全州	全州 李
ITKC_MI_1166A	호고와집	好古窩集	유휘문	柳徽文	1773	1832	全州	全州 柳
ITKC_MI_1167A	관암전서	冠巖全書	홍경모	洪敬謨	1774	1851	豐山	豐山 洪
ITKC_MI_1168A	송서집	松西集	강운	姜橒	1773	1834	晉州	晉州 姜
ITKC_MI_1169A	초암전집	初庵全集	김헌기	金憲基	1774	1842	熊川	熊川 金
ITKC_MI_1170A	소암집	所菴集	이병원	李秉遠	1774	1840	韓山	韓山 李
ITKC_MI_1171A	제암집	制庵集	정상리	鄭象履	1774	1848	晉州	晉州 鄭
ITKC_MI_1172A	몽관시고	夢觀詩稿	이정주	李廷柱	1778	1853	牛峯	牛峯 李
ITKC_MI_1173A	활수옹유고	活水翁遺稿	윤대순	尹大淳	1779	1865	坡平	坡平 尹
ITKC_MI_1174A	경암집	敬菴集	이한응	李漢膺	1778	1864	眞寶	眞寶 李
ITKC_MI_1175A	중산재집	重山齋集	이지수	李趾秀	1779	1842	延安	延安 李
ITKC_MI_1176A	외와집	畏窩集	최림	崔琳	1779	1841	慶州	慶州 崔
ITKC_MI_1177A	둔오집	屯塢集	임종칠	林宗七	1781	1859	全州	全州 林
ITKC_MI_1178A	신와집	愼窩集	정재경	鄭在褧	1781	1858	迎日	迎日 鄭
ITKC_MI_1179A	수정재집	壽靜齋集	유정문	柳鼎文	1782	1839	全州	全州 柳
ITKC_MI_1180A	서소집	書巢集	김종휴	金宗烋	1783	1866	豐山	豐山 金
ITKC_MI_1181A	정수재유고	靜修齋遺稿	김응하	金應夏	1783	1830	淸道	淸道 金
ITKC_MI_1182A	동리집	東里集	이오수	李五秀	1783	1853	固城	固城 李
ITKC_MI_1183A	봉촌집	鳳村集	최상룡	崔象龍	1786	1849	慶州	慶州 崔
ITKC_MI_1184A	보산집	甫山集	유영하	柳榮河	1787	1868	高興	高興 柳
ITKC_MI_1185A	지헌집	止軒集	최효술	崔孝述	1786	1870	慶州	慶州 崔
ITKC_MI_1186A	만희집	晩羲集	양진영	梁進永	1788	1860	濟州	濟州 梁
ITKC_MI_1187A	고계집	古溪集	이휘령	李彙寧	1788	1861	眞寶	眞寶 李
ITKC_MI_1188A	온유재집	溫裕齋集	윤종섭	尹鍾燮	1791	1870	坡平	坡平 尹
ITKC_MI_1189A	순재고	純齋稿	순조	純祖	1790	1834	全州	全州 純
ITKC_MI_1190A	직재집	直齋集	김익동	金翊東	1793	1860	淸道	淸道 金
ITKC_MI_1191A	영은집	瀛隱集	남공수	南公壽	1793	1875	英陽	英陽 南
ITKC_MI_1192A	지락와유고	至樂窩遺稿	이주면	李周冕	1796	1875	全州	全州 李
ITKC_MI_1193A	응와집	凝窩集	이원조	李源祚	1792	1871	星山	星山 李
ITKC_MI_1194A	향은집	薌隱集	이장찬	李章贊	1794	1860	韓山	韓山 李
ITKC_MI_1195A	덕은유고	德隱遺稿	박운수	朴雲壽	1797	1841	潘南	潘南 朴
ITKC_MI_1196A	농려집	農廬集	강헌규	姜獻奎	1797	1860	晉州	晉州 姜
ITKC_MI_1197A	정헌집	定軒集	이종상	李鍾祥	1799	1870	驪州	驪州 李
ITKC_MI_1198A	진암집	進菴集	정교	鄭墧	1799	1879	淸州	淸州 鄭
ITKC_MI_1199A	용이와집	龍耳窩集	권뢰	權𡋃	1800	1873	安東	安東 權
ITKC_MI_1200A	정와집	訂窩集	김대진	金岱鎭	1800	1871	義城	義城 金
ITKC_MI_1201A	동림집	東林集	유치호	柳致皜	1800	1862	全州	全州 柳
ITKC_MI_1202A	유계집	柳溪集	강명규	姜命奎	1801	1867	晉州	晉州 姜
ITKC_MI_1203A	입헌집	立軒集	한운성	韓運聖	1802	1863	淸州	淸州 韓
ITKC_MI_1204A	옥수집	玉垂集	조면호	趙冕鎬	1803	1887	林川	林川 趙
ITKC_MI_1205A	소정고	卲亭稿	김영작	金永爵	1802	1868	慶州	慶州 金
ITKC_MI_1206A	회정집	晦亭集	민재남	閔在南	1802	1873	驪興	驪興 閔
ITKC_MI_1207A	구애집	龜厓集	조극승	曺克承	1803	1877	昌寧	昌寧 曺
ITKC_MI_1208A	내헌집	耐軒集	이재영	李在永	1804	1892	驪州	驪州 李
ITKC_MI_1209A	해장집	海藏集	신석우	申錫愚	1805	1865	平山	平山 申
ITKC_MI_1210A	교정시집	皎亭詩集	현일	玄鎰	1807	1888	延州	延州 玄
ITKC_MI_1211A	천재집	泉齋集	신필흠	申弼欽	1806	1866	平山	平山 申
ITKC_MI_1212A	침우당집	枕雨堂集	장지완	張之琬	1806		仁同	仁同 張
ITKC_MI_1213A	대산집	對山集	강진	姜溍	1807	1858	晉州	晉州 姜
ITKC_MI_1214A	시암집	時庵集	남고	南皐	1807	1879	英陽	英陽 南
ITKC_MI_1215A	석세유고	石世遺稿	김정집	金鼎集	1808	1859	慶州	慶州 金
ITKC_MI_1216A	사애집	沙厓集	민주현	閔冑顯	1808	1882	驪興	驪興 閔
ITKC_MI_1217A	운창집	芸窓集	박성양	朴性陽	1809	1890	潘南	潘南 朴
ITKC_MI_1218A	경헌집	敬軒集	효명세자	孝明世子	1809	1830	全州	全州 孝
ITKC_MI_1219A	녹리집	甪里集	고성겸	高聖謙	1810	1886	開城	開城 高
ITKC_MI_1220A	이재집	頤齋集	권연하	權璉夏	1813	1896	安東	安東 權
ITKC_MI_1221A	운강집	雲岡集	박시묵	朴時默	1814	1875	密陽	密陽 朴
ITKC_MI_1222A	인산집	仁山集	소휘면	蘇輝冕	1814	1889	晉州	晉州 蘇
ITKC_MI_1223A	석산유고	石山遺稿	이승보	李承輔	1814	1880	全州	全州 李
ITKC_MI_1224A	하거집	荷居集	양헌수	梁憲洙	1816	1888	南原	南原 梁
ITKC_MI_1225A	신암집	愼庵集	이만각	李晩慤	1815	1874	眞城	眞城 李
ITKC_MI_1226A	역암집	櫟菴集	강진규	姜晉奎	1817	1891	晉州	晉州 姜
ITKC_MI_1227A	백후집	柏後集	김기수	金基洙	1818	1873	商山	商山 金
ITKC_MI_1228A	만향재시초	晩香齋詩鈔	남상길	南相吉	1820	1869	宜寧	宜寧 南
ITKC_MI_1229A	입재집	立齋集	송근수	宋近洙	1818	1902	恩津	恩津 宋
ITKC_MI_1230A	유헌집	遊軒集	장석룡	張錫龍	1823	1908	仁同	仁同 張
ITKC_MI_1231A	어당집	峿堂集	이상수	李象秀	1820	1882	全州	全州 李
ITKC_MI_1232A	근암집	近庵集	유치덕	柳致德	1823	1881	全州	全州 柳
ITKC_MI_1233A	죽포집	竹圃集	박기종	朴淇鍾	1824	1898	務安	務安 朴
ITKC_MI_1234A	운암집	雲菴集	박문일	朴文一	1822	1894	密陽	密陽 朴
ITKC_MI_1235A	만성집	晩醒集	박치복	朴致馥	1824	1894	密陽	密陽 朴
ITKC_MI_1236A	혼재집	渾齋集	안교익	安敎翼	1824	1896	順興	順興 安
ITKC_MI_1237A	월고집	月皐集	조성가	趙性家	1824	1904	咸安	咸安 趙
ITKC_MI_1238A	소송유고	小松遺稿	이지용	李志容	1825	1891	星州	星州 李
ITKC_MI_1239A	척암집	拓菴集	김도화	金道和	1825	1912	義城	義城 金
ITKC_MI_1240A	임재집	臨齋集	서찬규	徐贊奎	1825	1905	達城	達城 徐
ITKC_MI_1241A	극재집	克齋集	노필연	盧佖淵	1827	1885	光州	光州 盧
ITKC_MI_1242A	동호유고	東湖遺稿	윤자학	尹滋學	1830	1893	坡平	坡平 尹
ITKC_MI_1243A	경재집	景齋集	우성규	禹成圭	1830	1905	丹陽	丹陽 禹
ITKC_MI_1244A	조암집	照菴集	정해필	鄭海弼	1831	1887	迎日	迎日 鄭
ITKC_MI_1245A	성암집	誠菴集	박문오	朴文五	1835	1899	密陽	密陽 朴
ITKC_MI_1246A	대계유고	大溪遺稿	황재영	黃在英	1835	1885	昌原	昌原 黃
ITKC_MI_1247A	총쇄	叢瑣	오횡묵	吳宖默	1834	1906	海州	海州 吳
ITKC_MI_1248A	효산집	曉山集	이수형	李壽瀅	1837	1908	載寧	載寧 李
ITKC_MI_1249A	진계집	進溪集	박재형	朴在馨	1838	1900	密陽	密陽 朴
ITKC_MI_1250A	심석재집	心石齋集	송병순	宋秉珣	1839	1912	恩津	恩津 宋
ITKC_MI_1251A	석간집	石澗集	서효원	徐孝源	1839	1897	達城	達城 徐
ITKC_MI_1252A	향산집	響山集	이만도	李晩燾	1842	1910	眞城	眞城 李
ITKC_MI_1253A	노백헌집	老柏軒集	정재규	鄭載圭	1843	1911	草溪	草溪 鄭
ITKC_MI_1254A	사복재집	思復齋集	송진봉	宋鎭鳳	1840	1898	礪山	礪山 宋
ITKC_MI_1255A	농산집	農山集	신득구	申得求	1850	1900	高靈	高靈 申
ITKC_MI_1256A	대계집	大溪集	이승희	李承熙	1847	1916	星山	星山 李
ITKC_MI_1257A	회당집	晦堂集	장석영	張錫英	1851	1926	仁同	仁同 張
ITKC_MI_1258A	석릉집	石菱集	김창희	金昌熙	1844	1890	慶州	慶州 金
ITKC_MI_1259A	소눌집	小訥集	노상직	盧相稷	1855	1931	光州	光州 盧
